case_id,date,text,location,district,lat,lon
400242,2026-06-20,"Possession of Psychotropic Substances, NDPS Act Section 22",Paharganj,New Delhi,28.64321761,77.21457867
400072,2026-06-19,"Cultivation of Cannabis, NDPS Act Section 20",KR Market,Bengaluru South,12.96603542,77.57479205
400108,2026-06-19,"Cultivation of Cannabis, NDPS Act Section 20",Kurla,Mumbai East,19.07446675,72.88058259
400180,2026-06-19,"Cultivation of Cannabis, NDPS Act Section 20",Dharavi,Mumbai South,19.04586767,72.85794938
400008,2026-06-18,"Consumption of Narcotic Drug, NDPS Act Section 27",Imphal Market,Imphal West,24.81721737,93.93963869
400053,2026-06-18,"Possession of Heroin, NDPS Act Section 21",Imphal Market,Imphal West,24.81772696,93.93717796
400087,2026-06-18,"Illicit Transport of Contraband, NDPS Act Section 23",Karol Bagh,New Delhi,28.65372466,77.19207547
400129,2026-06-18,"Possession of Cannabis, NDPS Act Section 20",Dharavi,Mumbai South,19.04424811,72.8547595
400137,2026-06-18,"Possession of Psychotropic Substances, NDPS Act Section 22",ITO,Central Delhi,28.62658788,77.23848712
400217,2026-06-18,"Possession for Sale, NDPS Act Section 20",Byculla,Mumbai Central,18.97255938,72.82337939
400019,2026-06-17,"Possession of Psychotropic Substances, NDPS Act Section 22",Aizawl Bazar,Aizawl,23.72948694,92.7169964
400112,2026-06-17,"Possession for Sale, NDPS Act Section 20",Colaba,Mumbai South,18.90578322,72.81427027
400240,2026-06-17,"Trafficking of Synthetic Drugs, NDPS Act Section 22",Shivajinagar,Bengaluru Central,12.98697483,77.60402943
400261,2026-06-17,"Cultivation of Cannabis, NDPS Act Section 20",Nizamuddin,South Delhi,28.59629986,77.24862967
400118,2026-06-16,"Possession for Sale, NDPS Act Section 20",Tarn Taran,Tarn Taran,31.45101838,74.92596584
400147,2026-06-16,"Illicit Transport of Contraband, NDPS Act Section 23",Majestic,Bengaluru Central,12.97478893,77.57181198
400167,2026-06-16,"Trafficking of Synthetic Drugs, NDPS Act Section 22",Paharganj,New Delhi,28.64425987,77.21762869
400209,2026-06-16,"Possession of Cannabis, NDPS Act Section 20",Surat Textile Belt,Surat,21.16900978,72.83196004
400004,2026-06-15,"Consumption of Narcotic Drug, NDPS Act Section 27",ITO,Central Delhi,28.62929612,77.24220795
400013,2026-06-15,"Possession of Psychotropic Substances, NDPS Act Section 22",Byculla,Mumbai Central,18.97565479,72.82382683
400187,2026-06-15,"Possession for Sale, NDPS Act Section 20",Mundra Port Belt,Kutch,22.8422043,69.72077085
400189,2026-06-15,"Conspiracy to Traffic, NDPS Act Section 29",Byculla,Mumbai Central,18.97674409,72.82288351
400250,2026-06-15,"Trafficking of Synthetic Drugs, NDPS Act Section 22",ITO,Central Delhi,28.62692916,77.24085377
400043,2026-06-14,"Possession of Psychotropic Substances, NDPS Act Section 22",Dharavi,Mumbai South,19.04581398,72.8595582
400078,2026-06-14,"Trafficking of Synthetic Drugs, NDPS Act Section 22",KR Market,Bengaluru South,12.9628144,77.57587393
400113,2026-06-14,"Illicit Transport of Contraband, NDPS Act Section 23",KR Market,Bengaluru South,12.96047591,77.57662035
400044,2026-06-13,"Possession of Cannabis, NDPS Act Section 20",Mundra Port Belt,Kutch,22.83928815,69.7241879
400098,2026-06-13,"Illicit Transport of Contraband, NDPS Act Section 23",Nizamuddin,South Delhi,28.59322938,77.24933761
400122,2026-06-13,"Cultivation of Cannabis, NDPS Act Section 20",Mundra Port Belt,Kutch,22.83908905,69.71910346
400132,2026-06-13,"Possession of Heroin, NDPS Act Section 21",Colaba,Mumbai South,18.90521487,72.81687034
400239,2026-06-13,"Conspiracy to Traffic, NDPS Act Section 29",Kurla,Mumbai East,19.0712599,72.88313323
400026,2026-06-12,"Possession of Psychotropic Substances, NDPS Act Section 22",Shivajinagar,Bengaluru Central,12.98755002,77.60574598
400148,2026-06-11,"Possession of Heroin, NDPS Act Section 21",Amritsar Border Belt,Amritsar Rural,31.63345009,74.87122635
400254,2026-06-11,"Possession for Sale, NDPS Act Section 20",KR Market,Bengaluru South,12.96447339,77.57441419
400273,2026-06-11,"Possession of Psychotropic Substances, NDPS Act Section 22",Nizamuddin,South Delhi,28.592617,77.24818963
400288,2026-06-11,"Possession of Psychotropic Substances, NDPS Act Section 22",Imphal Market,Imphal West,24.8142219,93.93500955
400063,2026-06-10,"Trafficking of Synthetic Drugs, NDPS Act Section 22",Amritsar Border Belt,Amritsar Rural,31.63449506,74.87018856
400128,2026-06-10,"Possession for Sale, NDPS Act Section 20",Kurla,Mumbai East,19.07479577,72.88137748
400230,2026-06-10,"Consumption of Narcotic Drug, NDPS Act Section 27",ITO,Central Delhi,28.62952966,77.23868291
400017,2026-06-09,"Illicit Transport of Contraband, NDPS Act Section 23",Mundra Port Belt,Kutch,22.83877379,69.72448729
400057,2026-06-09,"Conspiracy to Traffic, NDPS Act Section 29",Paharganj,New Delhi,28.6433868,77.21903828
400092,2026-06-09,"Cultivation of Cannabis, NDPS Act Section 20",Nizamuddin,South Delhi,28.59194758,77.2481649
400093,2026-06-08,"Trafficking of Synthetic Drugs, NDPS Act Section 22",KR Market,Bengaluru South,12.96231826,77.57734091
400120,2026-06-08,"Possession of Psychotropic Substances, NDPS Act Section 22",Majestic,Bengaluru Central,12.97703475,77.57139976
400040,2026-06-07,"Possession of Heroin, NDPS Act Section 21",Kurla,Mumbai East,19.07016368,72.88396928
400105,2026-06-07,"Possession of Cannabis, NDPS Act Section 20",Byculla,Mumbai Central,18.9766874,72.82671053
400126,2026-06-07,"Trafficking of Synthetic Drugs, NDPS Act Section 22",KR Market,Bengaluru South,12.96111733,77.57731518
400205,2026-06-06,"Possession for Sale, NDPS Act Section 20",Amritsar Border Belt,Amritsar Rural,31.63573991,74.87072759
400223,2026-06-06,"Cultivation of Cannabis, NDPS Act Section 20",Dharavi,Mumbai South,19.04365397,72.85794699
400030,2026-06-05,"Conspiracy to Traffic, NDPS Act Section 29",Mundra Port Belt,Kutch,22.84129614,69.72486791
400085,2026-06-05,"Consumption of Narcotic Drug, NDPS Act Section 27",ITO,Central Delhi,28.62931008,77.24030387
400133,2026-06-05,"Possession of Cannabis, NDPS Act Section 20",Mundra Port Belt,Kutch,22.83684449,69.72277667
400203,2026-06-05,"Cultivation of Cannabis, NDPS Act Section 20",Paharganj,New Delhi,28.64653186,77.21727589
400220,2026-06-05,"Conspiracy to Traffic, NDPS Act Section 29",Shivajinagar,Bengaluru Central,12.98610246,77.60480988
400225,2026-06-05,"Consumption of Narcotic Drug, NDPS Act Section 27",Karol Bagh,New Delhi,28.65411918,77.19129793
400298,2026-06-05,"Trafficking of Synthetic Drugs, NDPS Act Section 22",Tarn Taran,Tarn Taran,31.45117987,74.92780658
400006,2026-06-03,"Possession for Sale, NDPS Act Section 20",KR Market,Bengaluru South,12.96206723,77.57539188
400035,2026-06-03,"Possession of Cannabis, NDPS Act Section 20",Nizamuddin,South Delhi,28.59383064,77.24774315
400216,2026-06-03,"Illicit Transport of Contraband, NDPS Act Section 23",Amritsar Border Belt,Amritsar Rural,31.63672156,74.87342093
400287,2026-06-03,"Trafficking of Synthetic Drugs, NDPS Act Section 22",Imphal Market,Imphal West,24.81988492,93.93667119
400042,2026-06-02,"Conspiracy to Traffic, NDPS Act Section 29",Nizamuddin,South Delhi,28.59554692,77.24815231
400101,2026-06-02,"Illicit Transport of Contraband, NDPS Act Section 23",Dharavi,Mumbai South,19.04050368,72.85657168
400141,2026-06-02,"Trafficking of Synthetic Drugs, NDPS Act Section 22",Nizamuddin,South Delhi,28.59418581,77.25315047
400247,2026-06-02,"Illicit Transport of Contraband, NDPS Act Section 23",Amritsar Border Belt,Amritsar Rural,31.63404402,74.87116245
400274,2026-06-02,"Trafficking of Synthetic Drugs, NDPS Act Section 22",Kurla,Mumbai East,19.07483506,72.88349976
400052,2026-06-01,"Possession for Sale, NDPS Act Section 20",Paharganj,New Delhi,28.64583014,77.21549998
400083,2026-06-01,"Possession of Psychotropic Substances, NDPS Act Section 22",Nizamuddin,South Delhi,28.59433677,77.24904784
400204,2026-06-01,"Possession of Cannabis, NDPS Act Section 20",Majestic,Bengaluru Central,12.97849108,77.56895956
